ID,Description,Class
738,推薦情緒陰影那集快笑死本來也是看題目才有興趣點進去其中一段關於瑪莉與媽媽的相處之道每個家庭不幸時遇到的問題可能也像他們講的同一個時代的悲哀也許大同小異每個人碰到壯況相同的也很類似邊聽邊覺得太好笑了 但也有種淡淡的哀傷 那種恩我懂今天的情緒又因為家人而有很大的起伏像坐雲霄飛車的煩 就算有一定空間上的隔離都如此了又聽到一堆喧嘩的聲音更令我心煩承認就是這麼容易被惹火但不因此自責一直在作情緒的控管 意識到恩自己在火大生氣跟發脾氣之間是不同 試著讓自己心情平靜下來在那過程中是無比的不舒服但是其實是蠻有效果的舉例肚子餓容易心情不好 這個很人之常情我知道 我意識到肚子餓會不開心而我的情緒是不好的 而不是認為不行有情緒意識到有情緒到怎麼處理情緒 是一種情緒控管卻不是情緒壓抑用不好方式表達出這個的不開心 發脾氣罵人摔東西等等失序行為在這個過程中 就要一直去作練習 漸漸讓一個有正常的抒發管道很簡單 可以轉移注意力 深呼吸 等等 當然直接去吃飽可能更能解決問題但在吃飽之前能做的是甚麼???可以去思考我之前就對有情緒跟發脾氣會作錯誤連結 甚至很多人也這樣認為生氣是正常 重點是對生氣之後作的行為處理才是重點不爽的事情很多 尤其又面對家人的時候對外面的人我都很nice但是對家人的理智線常常是斷掉的這個超級奇怪 我也在思考這個現象這跟所謂的血緣關係或是家庭關係 會有莫名的執著放不下就像馬克信箱裡情緒陰影講的很難啦 從來就不簡單--,0
739,2016年6月我也有搶到Hebe的票的但是因為後來缺錢所以把票賣掉我真的好後悔喔聽說今年9月開唱雖然不知道何時售票但是我從今天開始存錢應該還來的及吧蔡依林、江蕙、梁靜茹、A-Lin王心凌等等的女歌手我都去過台北小巨蛋聽過了就只差Hebe了希望門票不要那麼早開賣想刮刮樂的時候就要想到hebe的演唱會門票--每天存10元到一卡通累積到150元再去買遊戲點數--,0
740,我終於明白為什麼悲傷到極致時會笑而且是不可抑制的大笑因為太荒謬了。用看待客體的方式看待痛苦才有能力自己堅強謝謝在我身邊的你們不管想追求的結果是什麼至少我有了勇氣。--,0
741,年終到手，居然是在下班後被叫進去，也還好是會議太久，不然他們還會再跟我講半小時以上。反正又被念了，還要承認自己哪裡做不好，而且還被問私人問題，我不想回答還一直繼續問同樣問題，TMD有夠沒水準。也沒明細，你把紅包袋裡的鈔票亮出來一直給我看，想讓我知道你爸慷慨的給了多少錢....。                        我就是沒意見怎樣？我個性就這樣，講越多對我有好處嗎？沒拿到單不是我的錯，是你自己不願意降價，關我屁事，你可以繼續灑錢啊，問題是你敢收買這些人嗎？--,0
742,"現在每天的目標很簡單就是過自己想過的生活。昨天收拾摺衣服的時候有點小崩潰我想我心裡很希望自己能做好家庭主婦的角色但家務對我來說就是蠻挫折的事似乎永遠追不上進度達不到及格的程度以前聊到家庭s曾非常懷疑的說妳不會喜歡當家庭主婦吧像替我洗衣煮飯這樣瑣碎的事  妳真的ok嗎當時心裡有點受傷他連忙彌補的說啊這些事很容易 比工作簡單多了(意思是說如果想做的話不難)當然為什麼交往對象(以及朋友)多數都覺得我沒有照顧家庭的""意願""可能大部分是是自己的問題(雖然我不太知道問題在哪裡 QQ)如果他們說我沒有照顧家庭的能力可能我不會覺得那麼難過畢竟那確實有幾分真實但說我沒有意願  讓人覺得蠻傷心的....台灣香水社群的風氣實在不很好(其實不只香水社群 酒類 美感等等有關的領域都有類似問題 就像為什麼一個謊話連連 別人作品宣稱是自己創作的設計師 會在[也只有在]台灣被捧上天 因為社會普遍迷信名牌名氣 缺乏實際判斷欣賞能力 但名氣完全是可以炒作的東西)香水也是很多人因為缺乏實際欣賞能力所以對於一些荒腔走板到極點的評論也常照單全收(欣賞的能力需要練習跟培養 如果永遠都是別人說什麼好就點頭 永遠不可能培養出這樣的能力啊)以前捧過的牌子開團購賺完一票之後代理商進來就開始酸不好跟著跑的粉絲都不覺得這樣的行為心態大有問題你能說什麼//攤手大概就像某些詐騙集團的受害者一樣攔著他還不肯不願意相信人天真傻到這地步詐騙集團不騙你騙誰？實際有判斷能力的人給了同樣的評語""看著香調表寫出來的香評錯的就跟著錯""然後防衛機制永遠是別人嫉妒我一定是別人不喜歡團購的香水......無論任何領域都一樣(當然能做到這點還是需要某些不是人人都具備的能力跟臉皮這點我並不否認).....老闆真是個嘴甜而不吝讚美的人今天噴的香水被稱讚了。diptyque的香水一向接受度蠻高的算好穿而且不那麼商業c/p值很高.....已經正式到了試香水的速度追不上買試香的速度的地步...... = =不要說購買的正品每天光試試管就來不及法國這一趟生出來的加上年初買的一箱hom跟最近寄到的s小品牌全系列(水準不錯 難得沒踩雷不過還想試的清單還是很長)大概最少可以用一個月都用不完想想換算起來試香/試管其實相當不便宜。......這一趟旅行的戰利品中在senes unique買的玫瑰非常滿意市面上玫瑰的香水太多了重複率非常高這隻沒有使用一般常見的玫瑰品種而是農場主特別培育的品種所以氣味不同(啊忘記把unique sense試到的焚香家加入試香清單)這也是我最喜歡的選香店因為他們傾向挑選剛起步有潛力的新興設計師當初是第一家展示Kilian的店(現在Kilian不得了了)挑的香水幾乎都有一定水準至少都算有特色 而且品質不錯不是那種削凱子的品牌這幾年市面上太多品質差也好意思賣高價的產品當然也有一些是因為顧客要求而進的他們也很誠實的說是太多人問(言下之意就是他們自己是不會選啦)Jovoy香水品項最多也是唯一一家我沒試完就覺得累的店大概推估店面展示至少五六百瓶以上慢慢逛可以逛一整天一位知名香水部落客的介紹影片Nose很漂亮有眾神 有個人調香但其他的品牌選擇非常保守百分之90%都是知名大牌而且一般的拍照都不准(這年頭消費者拍照擺在社群媒體都是免費行銷不知道在想什麼)春天百貨有一整層都是香水但專櫃的平均服務態度大概是整趟旅行之中最差的最嚴重就是阿蒂仙櫃姐(阿蒂仙這次去每一家態度都很不怎樣)一開始態度就很差我客氣的笑笑回她一般人多少會收斂點這位真的就是臉朝另一邊全程用眼角瞄妳直到離開整個到讓人想罵髒話的程度我一向非常非常討厭用這個字罵女生但除了bitch之外真的真心無法找出其他適合的形容詞也帶回來想買很久的番紅玫瑰嬌蘭也是預計好的購買(停產的舊款鳶尾比新款好太多了其他的巴黎限量明明花香不是我的菜還是好想買 整個忍住了)眾神不只香水還買了蠟燭只有個小品牌買完當下就後悔了朋友安慰說沒很貴的話就當交學費吧...這次實現了一個非常傻氣的小小心願就是夜裡打開窗戶  很巴黎感的喝杯白酒   X'DDDD原本以為冬天太冷不可能的結果剛好有天大概10度回旅館發覺暖氣開得太暖得打開窗戶透透氣哈哈哈哈哈哈--",0
743,你永遠都窺探不到我私人生活的還有不是有互動就是在一起  你太淺了 可能是沒見過世面還有長太醜的關係亂說話的證據要留著喔不要一直翻我舊文幫我編故事啦你又不是當事人就開始製造我感情上怎樣怎樣的怎麼這麼會腦補啊 笑死到底誰才是當事者你是小三這才是事實因為我拿得出證據你問一下他留過什麼證據好了哈哈他應該都記不起來了幹醜妹跟說謊就飽了沒留意到細節吧可悲的低顏值兩人組:)是不是沒被打過啊?再讓我不爽你們就自求多福喔 最好都不要回家喔對了男生沒出來道歉的話  我就會一直發洩 ^_^--,0
744,各位p友好，去年11月左右被診斷為憂鬱症，開始服用離憂，老實說我不是很乖的病人…常常週末覺得心情比較愉悅就沒吃，但一到五工作日一定會固定吃這樣。上禮拜出於「我真的生病了嗎？會不會只是一時低落」的好奇，想試試看延長一兩天不吃會怎麼樣，結果這週那種全無意趣、煩躁、對未來悲觀的感覺全都跑出來，以前就有的各種強迫行為也一直涌現。回想之前有（比較）乖乖吃藥的時候，真的可以感受到比較不會鑽牛角尖、也會比較有信心有期待。恢復用藥之後果然就像之前一樣，會先有一段適應副作用的時期，我的副作用主要是惡夢、睡眠時間減少和厭食。不知道其它用同類藥品的版友感受到的正副作用是什麼呢？--,0
745,不知板上有沒有人跟我一樣，可能會一個人過年？        其實今年還沒有一個人過，但未來就很有可能一個人過年，因為沒兄弟姊妹        ，今年是因為長輩都還在，所以還可以回叔叔家過年，但未來呢？        想到覺得是有股淡淡的哀傷，但因為已經認清了人就是要忍受孤獨這件事，        所以感傷的成份就變得比較淡薄了。        有人也是一個人過年的嗎？祝福鼠年的大家都開心快樂。--這是一個沒有壓力，而是有生活點滴分享的好所在。如果你也喜歡分享日常生活中的大小事，或者想要找人懂你，都希望你能夠在此訴說你心中的祈願。怪人協會～～～A.A   一群怪人。或者用QR Code也可以     歡迎加入，一切隨緣。--,0
746,今天清了很多抽屜跟櫃子的垃圾，丟很很多不要的東西很重不過很清爽，等垃圾車等很久。倒完垃圾後走在路上，又一直想起昨天被上面說的話，很不舒服。回家看新聞，疫情擴散封鎖，到時候又不能出貨我又要被客戶罵了，而且不能說實話，只能一直亂編理由。然後我腦中出現某天終於受不了爆發跟上面對罵的情形。我在焦慮--,0
747,週一看醫生開始吃藥醫生建議一次只要做一點點這幾天慢慢有比較好點雖然很慢也有點容易累還好還可前進--,0
748,他媽小年夜接到警察的電話 很爽嘞剛好我在我爸旁邊他原本完全不清楚我的感情事只知道我這兩年多情緒一直很低落我就全部一口氣跟他說了喔我爸脾氣很暴躁 瘋起來也是沒人能比的你們有看我舊文應該知道他是怎樣的人吧剛好雙管齊下你們皮崩緊一點吧我爸是我這輩子看過最可怕的人 :)--,0
749,過年剛好跟我妹聊天我說到有個朋友去交換一學期要30萬我就說我們家也不可能讓我去 沒錢結果竟然被我妹說「就算有30萬難道你就可以去嗎？」生在窮人家真靠北你以為他去交換只有30萬？之前的補習從小到大要多少錢交換也是要托福分數補托福不用錢？可憐 連我妹都看不起我我人生真的很爛有時候真不想繼續這樣過了我也想生在有錢人家想補習 想出國 想去各種營隊啊別人可以30萬出國去交換回來繼續念研究所我卻是畢業要背30萬學貸天差地遠的生活難怪書上都勸人要認命因為你如果不認命也是讓自己過的痛苦而已要催眠自己 欺騙自己人生才能活的快樂一點--,0
750,忽然又一件不好的事情內心過不去是因為之前那個當下我幫忙講話 把事情捅出來一切的後續造成的風暴 卻又把責任全怪在我身上我當下雖然感覺不到 一種麻痺或逃避責任為什麼現在會這樣 我過不去的原因真的是當下我替那些家人講話的風暴全部被那些家人責怪甚至他們也做出選擇 選邊站我真的是很憤恨不平 壞人我做 好處你拿所以才造成我現在對不管是那些家人的認清根本就是維持假面的和平 現在就是這樣的確也只能這樣 遇到一個有問題的家人真的整個家庭的不幸開始對這樣覺得很噁心 整個家庭都在演和樂的甜蜜家庭被蒙在鼓裡的我真的最最無辜所以我才會到現在很無法諒解 也過不去的地方呈現一種消極的放棄他們兩個再也不要在混進他們父母之間的拉鋸真的莫名其妙也是我太傻 傻傻相信到底為什麼要這樣搞我可是卻又不搞我弟因為他是男的 就是這樣他們以後還是要靠兒子 就這樣 真的很悲哀吧重男輕女 竟然還要否認 欺騙我弟也是跟著一起演戲 這是厲害之處我也佩服 他就跟我媽是一國 對抗除了她們之外那本來我是站隊 現在我退出 又變成三個人一起演和樂家庭煩不煩阿 因為我跟我爸的翻臉 那種裂痕加上我的認清直到現在這才是我覺得很噁心的地方 一個家庭全部都是四分五裂的害我還傻傻地認為 我還是那個甜蜜的家庭假象我不玩了 不跟你們一起玩了 要玩你們自己去玩吧我是女的 也甚麼都沒有不是嗎有夠好笑 我在笑我自己白癡搞成這樣 不是其中一個的問題 是兩個人都有問題我也不知道甚麼時候可以過去不要再說不會害我了 可是受傷了就是結果套句我媽講的 事情就過去了不然要怎樣這種不負責任逃避的說法 是他要自己自圓其說 或自認為的放下解決那都隨便他去講吧也沒辦法改變我的認為 或是現在的後果就這樣吧--,0
751,農曆最後一天，難得午覺有睡著，幾個月沒睡午覺了。但醒來後卻發現生理期....果然開始肚子怪，然後跑去吐，再去上廁所...撐到垃圾車時間去倒垃圾，發現以前國中喜歡的男生也來倒垃圾，他戴口罩，比以前胖了，是兩個孩子的爸，對街我還看得到他哥。時間真快，以前看他瘦瘦的，可能出社會後有練身體，變比較胖了一點，但卻沒有小時候這麼黑。想到國中做了一件超蠢的事情，我居然寄票去他家，請他來看我們的表演還不敢寫自己是誰，我記得一張票100元。都過好久了，都20幾年了--,0
752,剛剛忽然冒出一個想法從小到大這個家庭這個社會常常不被受到尊重這是一個常態性甚麼情緒勒索阿等等之類威權體制社會國家長大的 小至家庭 學校 大至政府等還有出現過年時要怎麼應付親戚們的問話我在看波特王的撩話技術就會對比西方社會聖誕節時家庭聚會是一片的溫馨和樂大家輕鬆開心 比較開放也不會像華人社會有各式各樣的親情包袱何時才會懂得去尊重而不是用倫理 階級 輩分去不自覺的給別人負擔及壓力我也是覺得從小到大不被尊重全部都聽大人的  不聽就被處罰沒有不遵守的自由 一言堂應該要有可以說不的空間這真的是我家庭的一種變態行為也導致我斯德哥摩爾症候群的產生真的就是要互相吧而不是只有單方面久了就爆炸了--,0
753,不會有更冷的冬天或更熱的夏天了。一切都到此為止。發現自己忘記很多事，包括快樂、思念、悲傷。我記得每個你和你，但是你們都選擇離我而去。所以，這次就不說再見也不揮手了。,0
754,明天又要上死(手)刑(術)台了這次是智齒四天王之一的智齒君四天王人物介紹：智齒君：在上面的獨孤ㄧ狼智齒醬：在下面的撒嬌任性智齒桑：在右下的邊緣齒智齒王：隱身於右上的腹黑魔王智齒君首先在腐太帝國(口腔)埋了許多地雷(發炎)只要大大的守護者(舌頭)或是鄰近的領土一不小心碰觸到，就會產生爆炸傷亡慘重，腐太帝王首先向外求援從外國進口了能減少爆炸威力的魔彈(止痛藥)但效益不大帝國已經瀕臨崩潰經過一番掙扎腐太帝王最終還是決定向「那位」求助只有在非常時刻、比如現在帝國的危急之時才不得不向「死神」求助只有超越眾生的「死神」才能根除掉智齒四天王然而這是有代價的和死神交易，必須登上他的死刑台帝王必須敞開城門提心吊膽的讓死神慢慢去尋找獵物並祛除掉並且要隨時做好帝國會再次染血的心理準備....腐太帝國的命運將會如何呢？讓我們期待一下～好啦打那麼長又中二的短小說只是為了想要獲得一些勇氣(順便抒發一下創作欲)畢竟這次可是智齒四天王耶一定超級難對付的所以請給腐太一些、為了能登上死神的死刑台的勇氣吧QQQ--,0
755,保佑我等下開會平安無事，對方這麼強硬，我覺得自己對很多事情都提不起勁，為什麼什麼都要我講，連不相關的都要我負責....很累，可是我走了錢更少了，連年終都是最後一天才給我們，拿錢之前都要先填一堆資料需要長篇大論的，去年的問卷第一題就問內心很深處的事情，還好我往別處寫，全部寫完後居然在某題被說我沒寫真正的，我寫真的還得了，就被你抓到弱點了--,0
756,忽然覺得心情的穩定真的很重要        而不要破壞心情的最好方法        就是不要一直提起過去的往事        因為心情穩定生活才能夠順遂        所以我把昨天和我爸的聊天內容都刪掉了        避免往事重提        然後現在心情真的穩定多了        希望一切順利--少提痛苦的事因為好心情無價--,0
757,一直把你視為終身伴侶而非過客無法接受現實你對我的愛永遠無法如同我的期盼是我的問題。--,0
758,再撐個一天半就放難得的年假，本來想組新電腦，但之前有幾筆比較打的開銷，糾結中。不想跟父母出去老人遊，麻吉帶小孩也不方便打擾。之前買整組生存遊戲跟槍隊，最近買羽球拍四處找球打。還買了整組的方向盤+踏板+排檔練開車。都是為了彌補我失去的青春。還要撐到2月諮商才能繼續，對這次諮商有期待，比起以前諮商都深入我的內心。我們還拿全面啟動做比喻，現在已經進到第一層，然後諮商師剛好放假。諮商師還特別在休假前找時間幫我多安排幾次諮商，畢竟難得有進展，簡單的說是諮商的時候流下了眼淚。而我上次流淚不知道是幾年前。雖然諮商師的案子很多，但是諮商師都會記得我之前講過的。跟之前公費或健保的真的有差，有連貫性。不過現在我留在第一層，只能盡量保持情緒的穩定。放假前我曾跟諮商師說搞不好這一個月我會受不了，自己跑上去(又回到壓抑情緒的狀態）。諮商師請我忍耐一下，教我一些方法，如果我跳回去，進度又倒退。其實我是很支持諮商師好好休一個月，因為諮商師的狀態好才有能力幫助我，我拿藥的地方，醫生有些自己就臉色不太好。不過這陣子發生一些事，還好都有驚無險。只是發覺自己原來這麼地孤獨。今年就37了，回首過去經厲了不知道多少沒有意義的折磨。自己的童年跟青春充滿遺憾，對未來又憂心忡忡，因為我落後別人太多了。我也只能學會接受那些永遠失去的，專注在還能挽救的。,0
759,很想念妳好喜歡妳雖然這樣的話妳也只會覺得噁心吧不過我把妳可愛的臉龐刻在腦海裡聽著妳喜歡的樂團想著妳不太好伺候的一些小習慣想著妳每一個珍貴的笑容之前Y說你那是戀愛了吧但不是阿 是朋友明明該珍惜卻沒有做到時不時想起 不過隨緣啦我也只是想念倒不後悔畢竟那些喜歡都是一廂情願根本沒時間自怨自艾吧今天很幸運見到B 好久不見調整作息後就和許多人擦身而過我只想把自己變得更好一點點目光也好能片刻讓你的目光停留就很美好了喜歡的人長得像知名男優還真有趣今天不吃利福全睡覺吧--,0
760,下午還有長會要開，臨時的，那語言我聽的懂嗎？然後年終還在拖.....最後一天發根本沒時間存進去。上班多吸點損害身體的是不是會早點掰，但很臭，難道我要一輩子這樣....--,0
761,泡泡魚憂鬱症、恐慌症、焦慮症、強迫症、第二型躁鬱症成大醫院我的精神疾病一半來自家族遺傳，一半來自某個事件的觸發。我發病最嚴重的時期已經過去了，也經歷過快速復原的時期，一個月內瞬間減了四分之三的藥量，但可能因為有遺傳的關係，我身體上的一些症狀至今還是無法斷根，偶爾還是有發抖、心悸、孤獨感爆炸、想自殺的感覺出現。發病時，我會先將疾病與自身的想法做切割，告訴自己是疾病迫使我想自殺，並非我個人意願。我把未來可能會出現的伴侶當作我的疾病的救贖，因為當發病時，想到有人是擔心我的，是願意陪伴我的，就覺得特別有安全感，而或許這份安全感，可以讓我不用每次發病時就一定得跑去吞贊安諾。在還沒能遇到願意守護我的人之前，我希望能先試著去守護別人。我可以當一個情緒的垃圾桶，有什麼苦水無處宣洩，歡迎來找我抱怨。我不受負能量的影響，也不會給予心靈雞湯這種無謂的正能量。我最主要的目的是想讓他人情緒穩定、不再煩心，並一起思考解決問題的辦法。感謝您閱讀到最後，願大家都能身心安定。--,0
762,文略長懶人包：發現困擾自己許久的狀況其實是解離QQ然後好奇大家的解離經驗中間有省略一些細節怕太瑣碎有人有疑問再解釋><-----文章開始-----從知道自己罹患憂鬱症以來，一直蠻努力在克服它、思考生病的原因一路也算解決了不少心魔提升不少自我覺察的能力但一直感覺有某一塊沒去處理到但又不太會形容之前也在版上詢問過得出可能跟創傷有關的結論也試著將結論跟醫生討論但醫生依舊沒有很在意的樣子總覺得沒有說到重點QQ直到最近有個熟悉我狀況的朋友A他虧了我一句妳還在月球漫步嗎XD(應該是想說我麻木沒現實感的感覺)突然間知道該怎麼形容了!!!馬上問有憂鬱傾向的朋友B有沒有類似的經驗她表示有啊(我：OAO)後來搜尋了一些關鍵字發現好像就是傳說中的解離(以前一直不太懂解離是什麼東東，就沒仔細看相關的文章)後來回診時想跟醫生討論這個可能結果她表示她不太喜歡用解離來解釋一個人的狀況覺得大家小時候可能多少都有不好的經驗但在長大的過程會慢慢釋懷或解決如果把注意力放在過去，反而會忽略現在她認為我的狀況已經不錯了(可能因為之前不曉得怎麼形容自己的狀況，醫生問時就懵懂得說還可以，大概也讓她誤判了我的病況)但我覺得醫生的解釋並沒有解決我的疑惑反而陷在瓶頸不曉得怎麼繼續前進考慮後決定換診所尋求其他意見新的醫生評估後認為我可能是複雜性創傷(C-PTSD)造成的解離且對於我的疑問都有給出解答當下有種很深刻的感受覺得終於找到最後一片拼圖和鬆一口氣的感覺原來自己的狀況是有原因的新醫生建議以諮商為主、藥物為輔或許我也能慢慢回復到一般人的感受力不過看版上的解離經驗好像大都是因為一時的負面刺激造成短時間的解離比較少看到像我這樣長時間一直在解離狀態的情況(已至少十年QQ)好奇各位的感想跟經驗談(ﾉ>ω<)ﾉ--另外也很推薦這個網站的衛教文尤其是曾有創傷、解離經驗的人我在這邊獲益良多沒錯QQ大概也是因為還沒普及前一個醫生才一直沒注意到其實她蠻願意溝通討論的只是後來感覺都在鬼打牆沒有突破只好跳槽XD有空可能會整理網路上CPTSD的文章給自己也給大家參考,0
763,今天又收到感謝函了算效率蠻快的面試完一周就發了比起一堆發無聲卡的公司，效率算快的不過感覺好鬱悶阿感覺2020的開頭也是慘慘慘真想說幫QQ阿--,0
764,如果沒有區分愉悅和滿足，只會使你完全依賴捷徑，去尋求生活中容易的愉悅。愉悅很容易就能得到，而滿足需要動用到個人的長處。所以，找出每個人的長處並發展它，成為對抗憂鬱症的一個有效方法。-------------有人看過這本書嗎研讀中。--,0
765,這篇還是不要刪掉好了，每當我老毛病又犯了，可以看看這篇或下一篇        ，問題和解答都在這。==============================================================================        心裡覺得痛苦        可是什麼都不想講        有一種人生這局棋滿盤皆輸的感覺        雖然生病有靠吃藥得到控制        比生病無法控制的人好        但還是覺得痛苦        一種什麼都放不下的感覺        人生到底能夠倒吃甘蔗？        還是倒吃苦瓜？        到底該怎麼做？        我只是個粗淺的人        想不出我的未來能夠做什麼        只覺得痛苦 悲 苦 幹==============================================================================        羨慕那些學有所成的人        我只是個不知道該怎麼辦的人        就算痛苦也不知道該怎麼辦.....--        以前打線上遊戲，是為了逃避痛苦，但痛苦是無法逃避的，你總有一天還是要        面對它。        而我們能做的改變，不是逃避痛苦，而是當你面對痛苦時，你所擁有的「態度」        。--,0
766,又一如往常的，在看一堆影片之後，忽然有了一點想法。        看到那些成功者在舞台上的演出，我忽然領悟到，想要成功，就是必需要        忍受孤獨。        每一個人都是在孤獨的情況下，不斷的練習，才有可能走到成功的那一步        ，所以孤獨是人生的必要，不管要不要成功，孤獨都會在身邊陪伴著。        不要只看到那些人成功的那一面，當他們在舞台上接受掌聲和歡呼，看了        會讓人覺得羨慕或者感到高興，但這就是他們能夠忍受孤獨的結果，在空        無一人時獨自練習，而不是害怕前進。        我剛剛心情真的蠻糟的，因為我害怕孤獨，也不知道該怎麼辦，或許該說        是無助。        但不知道為什麼，就忽然想到孤獨這件事，想到那些成功者，或者該說是        得到自己想要結果的人，他們都是在獨自一人的情況下默默練習，然後在        適當的場合或機會下，得到了別人的掌聲或者稱讚。        所以想一想，剛剛心情不好，會羨慕那些成功者，其實就只是自己看不穿        成功這件事的背後，就是孤獨，一個和自己相處，默默付出的時刻。        所以之前有句話說，不要羨慕別人的成功，因為你付不出那樣的代價，這        句話其實有點瞧不起人。        不要羨慕別人的成功，因為你沒看見他忍受了多少孤獨，我覺得這樣講似        乎比較適合我。        不知道有沒有關於忍受孤獨的書或知識之類的，來找一下。--這是一個沒有壓力，而是有生活點滴分享的好所在。如果你也喜歡分享日常生活中的大小事，或者想要找人懂你，都希望你能夠在此訴說你心中的祈願。怪人協會～～～A.A   一群怪人。或者用QR Code也可以     歡迎加入，一切隨緣。--,0
767,一直都沒朋友，沒朋友對病情會有加劇的作用，但我不喜歡散播負面訊息給人家，我想我即使生病了，我也想帶歡笑與溫暖給別人有人的理念是像我一樣的嗎？,0
768,連看醫生都不想出門沒有服藥不能睡這幾天念頭不太好什麼也不想做就是都不想做如果不在了狗狗大概會一直等吧--,0
769,寫了很長的回信結果被手機app踢結果沒存到暫存  :(....問題在於我不明白什麼對自己什麼重要幾分權衡上就會有問題(比喻質料多好可以接受剪裁差的程度到多少？剪裁多好可以忍受質料多不好或者兩者都很好能夠接受價格多貴對不同的人來說這把尺都不同。....朋友買了鞋給我看忍著沒說什麼通常我不太關心這類旁人個人選擇的事但可能因為是死黨心裡有點捨不得她花這樣的錢買這樣品質的東西畢竟她在這方面一向節省叫不出名字的品牌摸了一下也不是真皮  (所以標榜防水)不過畢竟東西買了開心最重要所以還是什麼都不說的好。親近的關係不容易啊....對異性的直覺果然真的很少出錯。我總是有預感誰會出手就算對方是老江湖看起來沒特別感興趣的樣子也沒有過什麼表示之前還覺得可能是我走眼原來是因為有人罩著的關係難怪當時他試探性的說我怕打擾你們第一次某人不在就見真章了(我發誓我完全沒有示好什麼的 對對方跟對聚會上每個人都一樣 甚至都沒有坐旁邊聊過什麼)聚會結束走到中庭人比較少就從後面抱住我很熱切的問我會留到什麼時候我笑了笑沒說什麼剛好計程車來就上車走了我承認自己有那種喜歡不動聲色看/任事態發展的個性因為比起其他每個人的真正面貌讓人覺得更感興趣用比喻說的話就是我喜歡觀察不同的人拿到一千塊的時話會做什麼買什麼東西 如何買可以看出人的真實個性。--,0
770,又是失眠的一個夜開了一個軟體聽人唱歌假裝自己不孤單我以為我會幸福的幸福對我來說有個喜歡的工作有個喜歡的女友有時間做自己想做的事睡的著覺就是幸福了遇到p以後我真的以為我會幸福的拼了命我也要讓我們都幸福我太高估自己了也低估了她身邊那些對她好的人人是禁不起比較的於是她覺得我不足於是她覺得我不上進於是她對我冷暴力分手我以為我會幸福的可現在，我一無所有了--,0
771,胖了五公斤，原本瘦十公斤，現在又要開始搞減肥計畫了。        因為正逢過年，又不能不吃東西，所以打算年後開始減肥，因為有瘦下來        就開始大吃大喝，難怪會胖。        第一步，只好先把甜的東西戒掉，然後一樣是跑步，希望可以順利成功。--孤獨的人不一定能成功但成功的人一定要忍受孤獨--,0
772,我們公寓的樓梯沒有很髒，但就是有個鄰居一直想要A錢，說要洗樓梯，        但每次洗樓梯，水都會噴到我家裡面，所以我爸很討厭他們。        今天我很倒楣的又遇到那個歐巴桑鄰居，一副就是很裝熟的樣子跑來跟        我講話，說要洗樓梯，因為房子也不是我的，我只好回她會請我爸跟她        們講。        如果可以住在好一點的地方，沒有爛鄰居就好了。        但就是遇到了，又能怎麼辦呢？唉～        人生很多事都不如意，能夠做的就只能改變自己的心態了嗎？        慢慢的放下，慢慢的不在意嗎？        老天到底在考驗我什麼？==============================================================================        我在想，說不定老天是想考驗我如果只有自己一個人，是否也能夠面對未        來的困境？畢竟我爸的年紀也大了，總有一天我會只有自己一個人生活，        先不管會不會有女友或者老婆，如果真的有了，也是要一肩扛起家裡面的        問題，所以會遇到裝熟的歐巴桑，或許就是一種面對鄰居應對進退的考驗        吧！        對病人來說，尤其是討厭團體生活的人，這真的是一項考驗啊！        要學著面對問題。        雖然心情上很難釋懷，但也要學著慢慢排解。        今天回診，醫生難得跟我閒聊，這是我從以前到現在第一次覺得醫生願意        跟我閒聊的情況。--孤獨的人不一定能成功但成功的人一定要忍受孤獨--,0
773,也許是因為懶得做飯，附近也沒有什麼好吃的餐廳，常常依賴便利商店的加工食品，再加上睡眠品質不佳、隔幾天才洗一次澡，這學期不知為啥免疫力下降，身體各處出現莫名的感染。雖然都是些死不了人的小問題，卻很煩人。從去年十一月開始長痘，除了臉頰還長到頸、肩、背上，用自己長痘一貫的“自”療法過了一個月沒有好轉(還惡化)，就打起精神去看久違的皮膚科醫生，用處方藥就穩定多了。為了使皮膚和黏膜恢復健康，要好好吃飯、天天洗澡、多睡覺、擦藥吃藥。雖然自從憂鬱以來，說的和做的是經常兩回事，連自己也不相信自己的承諾了。--,0
774,不是想說教我在我失戀（被劈腿）沒多久就遇上親哥哥燒炭自殺我那時的第一個反應是羨慕對　是很羨慕他成功了　解脫了但後來我看到我爸媽為了我哥的後事　還有我哥生前的一些糾紛　種種忙進忙出　我心裡產生一個念頭我不能死就算我很痛苦但我已經是家裡唯一一個小孩了我再怎樣至少都還要活著因為那是別人對不起我不是爸媽對不起我我如果死了我爸媽一定會非常非常難過他們辛辛苦苦養到這麼大的孩子自殺我記得有一次我又崩潰到一直痛哭不知道找誰只好勉為其難地找我媽我媽其實是不太會聽我講話的人她一看到我開口她情緒也上來了：妳有沒有考慮過我的感受？　我兩個孩子　一個自殺　一個重度憂鬱症那我呢？　我是不是也要去死？那一刻我突然醒了我不能再這樣下去了後面我就不多講了總之希望你振作起來就算一點點也好--,0
775,又復發了每天在高壓的環境下工作好對不起我的同事這幾天錯了一些很基本的事情再加上自己的粗心導致同事幫我善後滿多事情讓他也小崩潰私訊我碎念一下可能是自己玻璃心吧覺得對自己好失望....來半年基本事情都做不好還要麻煩別人心好累阿......--,0
